"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
bld_time_auto_ch00603,bld_microbiology_results,,text,"Time placed in automated blood culture",,,time,,,,"[bld_result_ch00603] = 'CH00211' or [bld_result_ch00603] = 'CH00200'",,,,,,
bld_h_pos_ch00603,bld_microbiology_results,,text,"Time to positive",,,number,,,,"[bld_result_ch00603] = 'CH00211'",,,,,,
bld_h_pos_unit_ch00603,bld_microbiology_results,,dropdown,"Time to positive unit","CH01113, Hours | CH01114, Days",,,,,,"[bld_result_ch00603] = 'CH00211'",,,,,,
bld_r_dt_ch00603,bld_microbiology_results,,text,"Date final result determined",,,date_dmy,,,,"[bld_result_ch00603] = 'CH00211' or [bld_result_ch00603] = 'CH00200'",,RH,,,,"[result_date] "
bld_instrument_ch00603,bld_microbiology_results,,dropdown,"Testing instrument","CH00133, BD BACTEC | CH00142, BioMerieux BacT/ALERT | CH00127, BioMerieux NucliSens easyQ",,,,,,"[bld_result_ch00603] = 'CH00211' or [bld_result_ch00603] = 'CH00200'",,,,,,"[testing_instrument] "
bld_org_ch00603_1,bld_microbiology_results,"Automated Blood Culture - Organism Identification (if found)",descriptive,"<center>Organism 1</center> ",,,,,,,"[bld_result_ch00603] = 'CH00211'",,,,,,
bld_orgcode_ch00603_1,bld_microbiology_results,,dropdown,"Organism code","CH00203, Abiotrophia defectiva | CH00198, Acinetobacter lwoffii | CH01407, Acinetobacter spp | CH00288, Acinetobacter baumannii | CH00213, Actinobacillus actinomycetemcomitans | CH00164, Aerococcus viridans | CH00187, Alcaligenes faecalis | CH01859, Bacillus spp | CH00159, Bacillus subtilis | CH00160, Candida albicans | CH00197, Candida glabrata | CH00196, Candida tropicalis | CH00195, Candida parapsilosis | CH00188, Cardiobacterium hominis | CH01860, Coagulase Negative Staphylococcus | CH00189, Corynebacterium jeikeium | CH00312, Corynebacterium spp | CH00161, Cryptococcus neoformans | CH00162, Eikenella corrodens | CH00177, Enterobacter cloacae | CH01861, Enterococcus spp | CH00173, Enterococcus faecalis | CH00323, Enterococcus faecium | CH00163, Escherichia coli | CH00202, Granulicatella adiacens | CH00166, Haemophilus influenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00191, Haemophilis parainfluenzae | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp | CH01863, Klebsiella terragina | CH00192, Leuconostoc mesenteroides | CH00212, Micrococcus luteus | CH00167, Neissera gonorrhoeae | CH00168, Neisseria meningitides | CH00201, Pediococcus acidilactici | CH00169, Proteus mirabilis | CH00190, Providencia stuartii | CH00170, Pseudomonas aeruginosa | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH01864, Viridans streptococcus | CH00216, Other | CH02294, Indeterminate Organism Identification",,,,,,"[bld_result_ch00603] = 'CH00211'",,,,,,"[result_codedvalue] associated test code is [test_code_6463_4]"
bld_orgother_ch00603_1,bld_microbiology_results,,text,"Specify organism",,,,,,,[bld_orgcode_ch00603_1]='CH00216',,,,,,"[comment] "
bld_isolate_ch00603_1,bld_microbiology_results,,text,"Isolate ID",,,,,,,"[bld_result_ch00603] = 'CH00211'",,RH,,,,
bld_org_ch00603_2id,bld_microbiology_results,,radio,"Was another organism identified?","CH00001, Yes | CH00002, No",,,,,,"[bld_result_ch00603] = 'CH00211'",,RH,,,,
bld_org_ch00603_2,bld_microbiology_results,,descriptive,"<center>Organism 2</center> ",,,,,,,[bld_org_ch00603_2id]='CH00001',,,,,,
bld_orgcode_ch00603_2,bld_microbiology_results,,dropdown,"Organism code","CH00203, Abiotrophia defectiva | CH00198, Acinetobacter lwoffii | CH01407, Acinetobacter spp | CH00288, Acinetobacter baumannii | CH00213, Actinobacillus actinomycetemcomitans | CH00164, Aerococcus viridans | CH00187, Alcaligenes faecalis | CH01859, Bacillus spp | CH00159, Bacillus subtilis | CH00160, Candida albicans | CH00197, Candida glabrata | CH00196, Candida tropicalis | CH00195, Candida parapsilosis | CH00188, Cardiobacterium hominis | CH01860, Coagulase Negative Staphylococcus | CH00189, Corynebacterium jeikeium | CH00312, Corynebacterium spp | CH00161, Cryptococcus neoformans | CH00162, Eikenella corrodens | CH00177, Enterobacter cloacae | CH01861, Enterococcus spp | CH00173, Enterococcus faecalis | CH00323, Enterococcus faecium | CH00163, Escherichia coli | CH00202, Granulicatella adiacens | CH00166, Haemophilus influenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00191, Haemophilis parainfluenzae | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp | CH01863, Klebsiella terragina | CH00192, Leuconostoc mesenteroides | CH00212, Micrococcus luteus | CH00167, Neissera gonorrhoeae | CH00168, Neisseria meningitides | CH00201, Pediococcus acidilactici | CH00169, Proteus mirabilis | CH00190, Providencia stuartii | CH00170, Pseudomonas aeruginosa | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH01864, Viridans streptococcus | CH01739, Other | CH02294, Indeterminate Organism Identification",,,,,,[bld_org_ch00603_2id]='CH00001',,,,,,
bld_orgother_ch00603_2,bld_microbiology_results,,text,"Specify organism",,,,,,,[bld_orgcode_ch00603_2]='CH01739',,,,,,"[comment] "
bld_isolate_ch00603_2,bld_microbiology_results,,text,"Isolate ID",,,,,,,[bld_org_ch00603_2id]='CH00001',,RH,,,,
bld_org_ch00603_3id,bld_microbiology_results,,radio,"Was another organism identified?","CH00001, Yes | CH00002, No",,,,,,[bld_org_ch00603_2id]='CH00001',,RH,,,,
bld_org_ch00603_3,bld_microbiology_results,,descriptive,"<center>Organism 3</center> ",,,,,,,[bld_org_ch00603_3id]='CH00001',,,,,,
bld_orgcode_ch00603_3,bld_microbiology_results,,dropdown,"Organism code","CH00203, Abiotrophia defectiva | CH00198, Acinetobacter lwoffii | CH01407, Acinetobacter spp | CH00288, Acinetobacter baumannii | CH00213, Actinobacillus actinomycetemcomitans | CH00164, Aerococcus viridans | CH00187, Alcaligenes faecalis | CH01859, Bacillus spp | CH00159, Bacillus subtilis | CH00160, Candida albicans | CH00197, Candida glabrata | CH00196, Candida tropicalis | CH00195, Candida parapsilosis | CH00188, Cardiobacterium hominis | CH01860, Coagulase Negative Staphylococcus | CH00189, Corynebacterium jeikeium | CH00312, Corynebacterium spp | CH00161, Cryptococcus neoformans | CH00162, Eikenella corrodens | CH00177, Enterobacter cloacae | CH01861, Enterococcus spp | CH00173, Enterococcus faecalis | CH00323, Enterococcus faecium | CH00163, Escherichia coli | CH00202, Granulicatella adiacens | CH00166, Haemophilus influenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00191, Haemophilis parainfluenzae | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp | CH01863, Klebsiella terragina | CH00192, Leuconostoc mesenteroides | CH00212, Micrococcus luteus | CH00167, Neissera gonorrhoeae | CH00168, Neisseria meningitides | CH00201, Pediococcus acidilactici | CH00169, Proteus mirabilis | CH00190, Providencia stuartii | CH00170, Pseudomonas aeruginosa | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH01864, Viridans streptococcus | CH01740, Other | CH02294, Indeterminate Organism Identification",,,,,,[bld_org_ch00603_3id]='CH00001',,,,,,
bld_orgother_ch00603_3,bld_microbiology_results,,text,"Specify organism",,,,,,,[bld_orgcode_ch00603_3]='CH01740',,,,,,"[comment] "
bld_isolate_ch00603_3,bld_microbiology_results,,text,"Isolate ID",,,,,,,[bld_org_ch00603_3id]='CH00001',,RH,,,,
bld_org_ch00603_4id,bld_microbiology_results,,radio,"Was another organism identified?","CH00001, Yes | CH00002, No",,,,,,[bld_org_ch00603_3id]='CH00001',,RH,,,,
bld_org_ch00603_4,bld_microbiology_results,,descriptive,"<center>Organism 4</center> ",,,,,,,[bld_org_ch00603_4id]='CH00001',,,,,,
bld_orgcode_ch00603_4,bld_microbiology_results,,dropdown,"Organism code","CH00203, Abiotrophia defectiva | CH00198, Acinetobacter lwoffii | CH01407, Acinetobacter spp | CH00288, Acinetobacter baumannii | CH00213, Actinobacillus actinomycetemcomitans | CH00164, Aerococcus viridans | CH00187, Alcaligenes faecalis | CH01859, Bacillus spp | CH00159, Bacillus subtilis | CH00160, Candida albicans | CH00197, Candida glabrata | CH00196, Candida tropicalis | CH00195, Candida parapsilosis | CH00188, Cardiobacterium hominis | CH01860, Coagulase Negative Staphylococcus | CH00189, Corynebacterium jeikeium | CH00312, Corynebacterium spp | CH00161, Cryptococcus neoformans | CH00162, Eikenella corrodens | CH00177, Enterobacter cloacae | CH01861, Enterococcus spp | CH00173, Enterococcus faecalis | CH00323, Enterococcus faecium | CH00163, Escherichia coli | CH00202, Granulicatella adiacens | CH00166, Haemophilus influenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00191, Haemophilis parainfluenzae | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp | CH01863, Klebsiella terragina | CH00192, Leuconostoc mesenteroides | CH00212, Micrococcus luteus | CH00167, Neissera gonorrhoeae | CH00168, Neisseria meningitides | CH00201, Pediococcus acidilactici | CH00169, Proteus mirabilis | CH00190, Providencia stuartii | CH00170, Pseudomonas aeruginosa | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH01864, Viridans streptococcus | CH01741, Other | CH02294, Indeterminate Organism Identification",,,,,,[bld_org_ch00603_4id]='CH00001',,,,,,
bld_orgother_ch00603_4,bld_microbiology_results,,text,"Specify organism",,,,,,,[bld_orgcode_ch00603_4]='CH01741',,,,,,"[comment] "
bld_isolate_ch00603_4,bld_microbiology_results,,text,"Isolate ID",,,,,,,[bld_org_ch00603_4id]='CH00001',,RH,,,,
bld_org_ch00603_5id,bld_microbiology_results,,radio,"Was another organism identified?","CH00001, Yes | CH00002, No",,,,,,[bld_org_ch00603_4id]='CH00001',,RH,,,,
bld_org_ch00603_5,bld_microbiology_results,,descriptive,"<center>Organism 5</center> ",,,,,,,"[bld_org_ch00603_5id] = 'CH00001'",,,,,,
bld_orgcode_ch00603_5,bld_microbiology_results,,dropdown,"Organism code","CH00203, Abiotrophia defectiva | CH00198, Acinetobacter lwoffii | CH01407, Acinetobacter spp | CH00288, Acinetobacter baumannii | CH00213, Actinobacillus actinomycetemcomitans | CH00164, Aerococcus viridans | CH00187, Alcaligenes faecalis | CH01859, Bacillus spp | CH00159, Bacillus subtilis | CH00160, Candida albicans | CH00197, Candida glabrata | CH00196, Candida tropicalis | CH00195, Candida parapsilosis | CH00188, Cardiobacterium hominis | CH01860, Coagulase Negative Staphylococcus | CH00189, Corynebacterium jeikeium | CH00312, Corynebacterium spp | CH00161, Cryptococcus neoformans | CH00162, Eikenella corrodens | CH00177, Enterobacter cloacae | CH01861, Enterococcus spp | CH00173, Enterococcus faecalis | CH00323, Enterococcus faecium | CH00163, Escherichia coli | CH00202, Granulicatella adiacens | CH00166, Haemophilus influenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00191, Haemophilis parainfluenzae | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp | CH01863, Klebsiella terragina | CH00192, Leuconostoc mesenteroides | CH00212, Micrococcus luteus | CH00167, Neissera gonorrhoeae | CH00168, Neisseria meningitides | CH00201, Pediococcus acidilactici | CH00169, Proteus mirabilis | CH00190, Providencia stuartii | CH00170, Pseudomonas aeruginosa | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH01864, Viridans streptococcus | CH01742, Other | CH02294, Indeterminate Organism Identification",,,,,,"[bld_org_ch00603_5id] = 'CH00001'",,,,,,
bld_orgother_ch00603_5,bld_microbiology_results,,text,"Specify organism",,,,,,,[bld_orgcode_ch00603_5]='CH01742',,,,,,"[comment] "
bld_isolate_ch00603_5,bld_microbiology_results,,text,"Isolate ID",,,,,,,[bld_org_ch00603_5id]='CH00001',,RH,,,,
bld_1_ch00272,bld_microbiology_results," Gram Stain",radio,"Confirm test for which you are entering results","CH00272, Gram stain",,,,,,,y,RH,,,,[testing_code]
bld_1_result_ch00272,bld_microbiology_results,,radio,"Was an organism seen? ","CH01262, Organism found or seen | CH00199, No organism seen | CH00206, Not tested | CH03201, Result pending",,,,,,,y,,,,,"[result_codedvalue] ; only if organism not seen or not tested"
bld_1_dt_ch00272,bld_microbiology_results,,text,"Date of Gram Stain",,,date_dmy,,,,"[bld_1_result_ch00272] = 'CH01262' or [bld_1_result_ch00272] = 'CH00199'",,,,,,
bld_1_rdt_ch00272,bld_microbiology_results,,text,"Date of final results",,,date_dmy,,,,"[bld_1_result_ch00272] = 'CH01262' or [bld_1_result_ch00272] = 'CH00199'",,,,,,
bld_1_spec_ch00272,bld_microbiology_results,,radio,"Specimen Type

","CH00102, Blood in culture media | CH00101, Microbial culture","<i>If machine result negative then blood in culture media<br> If machine result positive then microbial culture</i>",,,,,"[bld_1_result_ch00272] = 'CH01262' or [bld_1_result_ch00272] = 'CH00199'",,,,,,
bld_1_org_ch00272,bld_microbiology_results,,checkbox,"Description of any organism by Gram stain of blood culture broth (check all that apply)","CH00209, Gram-negative rods | CH00183, Gram-positive cocci in clusters | CH00208, Gram-negative coccobacilli | CH00182, Gram-positive cocci in chains | CH00165, Gram-positive cocci single cells| CH00186, Gram-negative diplococci | CH00184, Gram-positive diplococci | CH00185, Gram-negative cocci | CH00178, Gram-positive rods | CH00207, Yeasts and other fungal elements",,,,,,[bld_1_result_ch00272]='CH01262',,,,,,"[result_codedvalue] ; since this is a check all that apply question the coded value will have to be extracted from the column name "
bld_gs_another,bld_microbiology_results,,radio,"Do you have another Gram Stain result to enter? ","CH00001, Yes | CH00002, No",,,,,,"[bld_1_result_ch00272] = 'CH01262' or [bld_1_result_ch00272] = 'CH00199'",,RH,,,,
bld_2_ch00272,bld_microbiology_results," ",radio,"Confirm test for which you are entering results","CH00272, Gram stain",,,,,,[bld_gs_another]='CH00001',,RH,,,,[testing_code]
bld_2_result_ch00272,bld_microbiology_results,,radio,"Was an organism seen? ","CH01262, Organism found or seen | CH00199, No organism seen",,,,,,[bld_gs_another]='CH00001',,,,,,"[result_codedvalue] ; only if organism not seen or not tested"
bld_2_dt_ch00272,bld_microbiology_results,,text,"Date of Gram Stain",,,date_dmy,,,,[bld_gs_another]='CH00001',,,,,,
bld_2_rdt_ch00272,bld_microbiology_results,,text,"Date of final result",,,date_dmy,,,,[bld_gs_another]='CH00001',,,,,,
bld_2_spec_ch00272,bld_microbiology_results,,radio,"Specimen Type","CH00102, Blood in culture media | CH00101, Microbial culture","<i>If machine result negative then blood in culture media<br> If machine result positive then microbial culture</i>",,,,,[bld_gs_another]='CH00001',,,,,,
bld_2_org_ch00272,bld_microbiology_results,,checkbox,"Description of any organism by Gram stain of blood culture broth (check all that apply)","CH00209, Gram-negative rods | CH00183, Gram-positive cocci in clusters | CH00208, Gram-negative coccobacilli | CH00182, Gram-positive cocci in chains | CH00165, Gram-positive cocci single cells| CH00186, Gram-negative diplococci | CH00184, Gram-positive diplococci | CH00185, Gram-negative cocci | CH00178, Gram-positive rods | CH00207, Yeasts and other fungal elements",,,,,,[bld_2_result_ch00272]='CH01262',,,,,,"[result_codedvalue] ; since this is a check all that apply question the coded value will have to be extracted from the column name "
